latitude,longitude
41.762081601,-87.680618476
41.742514045,-87.552095764
41.746734658,-87.60383824
41.894231478,-87.694194021
41.866807038,-87.646912517
41.773087898,-87.680910159
41.692164196,-87.612144047
41.836069243,-87.7182253
41.754442247,-87.633656666
41.917986079,-87.71026343
41.967166718,-87.661857257
41.96689789,-87.746502654
41.761089218,-87.64551866
41.878559121,-87.748258941
41.738693288,-87.653415499
41.838956693,-87.710674681
41.899422014,-87.63728117
41.897277341,-87.751985258
41.873765737,-87.699296047
41.935037351,-87.644233492
41.747233553,-87.599010107
41.756550472,-87.592600053
41.87968721,-87.731830814
41.889046347,-87.643240599
41.899935047,-87.716463039
41.765701232,-87.570153269
41.980782378,-87.656535782
41.928972357,-87.641450731
41.76972749,-87.583547963
42.007728789,-87.691134837
41.948508381,-87.657568367
41.663463299,-87.621288066
41.904480699,-87.632942943
41.845895399,-87.703847013
41.870885174,-87.725344907
41.930745958,-87.720829837
41.722329779,-87.537713628
41.755007477,-87.727858108
41.977497582,-87.758747669
41.770921563,-87.573984522
41.912947243,-87.771899342
41.887748749,-87.729015487
41.727225107,-87.585441775
41.729522608,-87.542881986
41.9611931,-87.783164408
41.746073351,-87.66333057
41.852904617,-87.708942737
41.808201741,-87.684420054
41.931812326,-87.769911105
41.751044193,-87.619283884
42.011717798,-87.674488437
41.879492192,-87.746113289
41.885703527,-87.643184765
41.695456983,-87.61955122
41.873393907,-87.729598676
41.980277916,-87.759936364
41.866607489,-87.772940106
41.823291201,-87.670729683
41.883208624,-87.686489297
41.874893779,-87.697338847
41.86990155,-87.718422415
41.86661375,-87.62413407
41.809597452,-87.60071921
41.880994562,-87.63233653
41.98481263,-87.714728514
41.91898503,-87.641268356
41.801807599,-87.63257314
41.9573099,-87.727016804
41.985356674,-87.781621251
41.961028223,-87.721312024
41.947626023,-87.656853521
41.737297774,-87.721517309
41.763456466,-87.579306774
41.777767569,-87.614349722
41.899145291,-87.627910223
41.884928262,-87.662399582
41.882290482,-87.652049498
41.769321463,-87.676355119
41.905978575,-87.746980055
41.693654607,-87.61218232
41.889784463,-87.673098599
41.743970443,-87.585797123
41.935717629,-87.651539972
41.658750706,-87.545896155
41.860682363,-87.725926136
41.683938313,-87.72175582
41.886475149,-87.701932084
41.79313426,-87.681271644
41.746970048,-87.599002116
41.879573176,-87.651964528
41.761498648,-87.589658545
41.814866298,-87.671209042
41.651431329,-87.527258234
41.750500144,-87.611271573
41.830530933,-87.610277459
41.858970801,-87.644845192
41.699007486,-87.622100827
41.86640116,-87.705973505
41.909462799,-87.758733656
41.791450983,-87.668168083
41.817122195,-87.616807805
41.829265828,-87.606798638
41.961313441,-87.729048864
41.751033274,-87.550618205
41.719737111,-87.57807819
41.866977138,-87.622544036
41.992343358,-87.656483211
41.868242626,-87.70398028
41.753602854,-87.554387446
41.87121726,-87.743773128
41.862473141,-87.708812942
42.007728378,-87.691061253
41.779073436,-87.615600014
41.700129642,-87.524544802
41.79329893,-87.66456619
41.845514695,-87.719705643
41.883047712,-87.652944829
41.677889266,-87.63498432
41.932116033,-87.774781589
41.90398515,-87.762555422
41.768727829,-87.624945647
41.907261788,-87.717928095
41.797936811,-87.606301777
41.845296588,-87.618853392
41.655618878,-87.616258766
41.894173733,-87.621401474
41.742620493,-87.663241882
41.874180626,-87.66785807
41.766517938,-87.62171857
41.732821527,-87.585560041
41.881182264,-87.771824965
41.76190121,-87.683167718
41.948168948,-87.645694817
41.907852243,-87.630514526
41.877937797,-87.728964722
41.901575266,-87.6272333
41.930683897,-87.722057879
41.916608741,-87.673946487
41.763642864,-87.686885223
41.895201725,-87.7507112
41.725047387,-87.616644876
41.86585127,-87.709308731
41.882526427,-87.624384106
41.711619377,-87.63175529
41.918908798,-87.733053604
41.895969571,-87.673505042
41.916109282,-87.731404422
41.950765672,-87.688372673
41.861438917,-87.733595095
41.891948167,-87.628073894
41.972358525,-87.83974068
41.767776544,-87.660256564
41.875155116,-87.667906709
41.893019559,-87.693394407
41.711467804,-87.53890604
41.970827171,-87.710987978
41.760206724,-87.579231197
41.900313419,-87.765890379
41.85780634,-87.627964605
41.778733711,-87.669076775
41.735871734,-87.657534129
41.909796543,-87.652146517
41.756518432,-87.583430519
41.718976794,-87.628598436
41.87363781,-87.749166681
41.80529325,-87.746761984
41.84992966,-87.706894241
41.750179222,-87.677187993
41.86158579,-87.721380187
41.752378998,-87.601571791
41.751046208,-87.619166591
41.677551279,-87.660677717
41.692706737,-87.531664022
41.803157156,-87.607284388
41.785128164,-87.610916163
41.894292589,-87.664920363
41.895616463,-87.700978901
41.750946308,-87.567440278
41.930057246,-87.751448842
41.961218193,-87.703665491
41.719411476,-87.574056455
41.890715626,-87.625336604
41.690807344,-87.704456987
41.75984904,-87.574921423
41.867073338,-87.725850958
41.936741138,-87.767158994
41.750397942,-87.660438139
42.020281013,-87.669487049
41.98326565,-87.7113119
41.971241113,-87.713444079
41.736259984,-87.628068782
41.773416489,-87.620293235
41.916026874,-87.735064655
41.74866747,-87.589414545
41.755759766,-87.636860218
41.942105948,-87.697906368
41.937321136,-87.788342429
41.971982676,-87.719177259
41.755332445,-87.63563341
41.879086132,-87.686376648
41.871868682,-87.761893959
41.87683815,-87.634320718
41.74598942,-87.551449002
41.819270663,-87.624722724
41.910557078,-87.672880906
41.728947503,-87.630489724
41.849852628,-87.695392076
41.745864284,-87.654827602
41.787004728,-87.617407275
41.891984477,-87.7592319
41.88361002,-87.753963681
41.794248393,-87.628298876
41.698283501,-87.701062966
41.884069003,-87.77290506
41.72959954,-87.639791577
41.907925881,-87.663966278
41.813025705,-87.61560259
41.747669812,-87.658517098
41.87413151,-87.743210271
41.940419827,-87.765226189
41.888789277,-87.632512071
41.778877155,-87.708840106
41.916021232,-87.724075313
41.991876101,-87.680519861
41.764283878,-87.64924532
41.70140478,-87.648092224
41.877737082,-87.660308353
41.825528589,-87.684329503
41.93475445,-87.778996112
41.853907042,-87.681906404
41.964224042,-87.72057547
41.754736886,-87.56507898
41.773918615,-87.671652352
41.773348327,-87.660403611
41.910996894,-87.782262049
41.692449313,-87.674245439
41.71383404,-87.627273814
41.89920884,-87.755703376
41.976290414,-87.905227221
41.880850198,-87.716205977
41.726601911,-87.58498376
41.921415757,-87.77806803
41.800093485,-87.698863876
41.781223056,-87.735050777
41.881150318,-87.687442783
41.771950741,-87.685093495
41.802747146,-87.616282132
41.689858013,-87.623896776
41.751838068,-87.734191308
41.95344601,-87.649821721
41.872420719,-87.67151126
41.782507684,-87.643104562
41.970188059,-87.716635122
41.74015201,-87.566062614
41.748270455,-87.642753174
41.93535187,-87.794386634
41.896700668,-87.762300735
41.718070071,-87.564647753
41.876579191,-87.653351259
41.916752398,-87.67030021
41.837941383,-87.654035667
41.81620715,-87.609176659
41.742991296,-87.632025815
41.885464652,-87.659334863
41.769384861,-87.637255392
41.923743221,-87.707190576
42.00552183,-87.662241448
41.743221688,-87.603797392
41.749850478,-87.66585289
41.764802087,-87.576941433
41.88090279,-87.712217526
41.994913946,-87.881937669
41.92670174,-87.763624447
41.740577292,-87.638966289
41.776151397,-87.641651267
41.797014548,-87.753952139
41.807095744,-87.745590146
41.759572773,-87.655408927
41.694954571,-87.62796366
41.701872556,-87.659907968
41.739005298,-87.642691231
41.791668176,-87.656024275
41.729450838,-87.551242941
41.79639731,-87.723251281
41.776835352,-87.688464868
41.856790413,-87.708424071
41.754909043,-87.684194842
41.740366624,-87.553913542
41.902443046,-87.740381959
42.006663634,-87.680843336
41.83090236,-87.704647061
41.880656472,-87.731410446
41.766364361,-87.649296531
41.749880266,-87.663426578
41.677464116,-87.665495904
41.994913946,-87.881937669
41.749983027,-87.622967634
41.877110187,-87.723989719
41.894532913,-87.712625401
41.764975386,-87.621676967
41.947626023,-87.656853521
41.775771141,-87.733664322
41.67890298,-87.634706134
41.702872035,-87.634263635
41.874477054,-87.761610029
41.771531518,-87.70296528
41.970860678,-87.763418662
41.782748578,-87.648506441
41.870925755,-87.708870191
41.850354375,-87.676326755
41.927253807,-87.650046265
41.896252678,-87.709931118
41.875887765,-87.720663616
41.799561786,-87.617722291
41.890691679,-87.669570813
41.783261401,-87.719320601
41.968961269,-87.70849094
41.855852991,-87.674736126
41.87584156,-87.74811115
41.885172377,-87.637024557
41.736854553,-87.590041852
41.906877029,-87.723996951
41.895707234,-87.690146368
41.967637691,-87.723124095
41.740967203,-87.555470868
42.011154552,-87.684970129
41.817982975,-87.603584149
41.863343858,-87.663656875
41.906823047,-87.640885421
41.87579865,-87.751548394
41.828762287,-87.614436164
41.787074218,-87.615789456
41.793173207,-87.690127358
41.97429564,-87.67312378
41.86412349,-87.711535582
41.778384336,-87.604656531
41.949713616,-87.654401558
41.658159346,-87.613496976
41.908780055,-87.72527201
41.786663503,-87.619020774
41.804217406,-87.675797022
41.903077492,-87.683673325
41.674407522,-87.616397994
41.931946287,-87.76258551
41.866456024,-87.771707866
41.990986471,-87.687220068
41.926210026,-87.637092949
41.750397942,-87.660438139
41.787524721,-87.654700174
41.71265542,-87.621723315
41.870771699,-87.721031898
41.711364286,-87.602711049
41.786260252,-87.702483681
41.890885387,-87.673182753
41.903077492,-87.683673325
41.689987355,-87.618198445
41.687904046,-87.648323378
41.735513537,-87.637522325
41.756915514,-87.710541076
41.861574074,-87.723821536
41.742944624,-87.614701699
41.861559271,-87.65976218
41.6848407,-87.660286954
41.999952272,-87.808969836
41.810953586,-87.613817332
41.869564997,-87.719633561
41.782152191,-87.70201064
41.863581598,-87.732433344
41.882272793,-87.698778629
41.762995704,-87.618414644
41.772547282,-87.64014296
41.750472394,-87.634297122
41.754841101,-87.554471427
41.763799891,-87.702795379
41.823264378,-87.619975241
41.85108647,-87.707668427
41.780791942,-87.763058939
41.735156834,-87.666693848
41.919894276,-87.731537874
41.966806189,-87.650053986
41.8963293,-87.651466893
41.862464088,-87.709672064
41.707756212,-87.580708771
41.786838237,-87.620643209
41.987194967,-87.716327556
41.834475931,-87.704744192
41.748959403,-87.607598586
41.747466587,-87.562523554
41.702623181,-87.619673379
41.911829862,-87.774051027
41.70297713,-87.619662141
41.895969571,-87.673505042
41.985445057,-87.689505055
41.732979635,-87.56954422
41.834685966,-87.718194512
41.840672583,-87.629084946
41.734975181,-87.652099105
41.913054367,-87.678638005
41.969336143,-87.762012845
41.771068348,-87.583799955
41.708398664,-87.628351411
41.692363894,-87.64150249
41.798444549,-87.704924061
41.879826994,-87.650805129
41.793935909,-87.625680278
41.77594443,-87.615517586
41.778979093,-87.649624444
41.908543478,-87.672519595
41.967922592,-87.688883586
41.747731988,-87.596278016
41.826614187,-87.631403769
41.715373056,-87.603035581
41.93325222,-87.754845038
41.764249877,-87.58438882
41.79290166,-87.751396529
41.688994034,-87.619985126
41.914832068,-87.684340383
41.98001525,-87.65721327
41.974237268,-87.843984726
41.684807004,-87.627675461
41.7259151,-87.644549527
41.877109524,-87.723864879
41.917107701,-87.687866617
41.874399348,-87.626386916
41.932653082,-87.653053676
41.662817752,-87.641405308
41.885132633,-87.672562588
41.808293763,-87.693486392
41.881688266,-87.652768298
41.774533277,-87.592939416
41.664207638,-87.629408264
41.876614845,-87.758315643
41.757931344,-87.609033192
41.891893286,-87.628074498
41.781692402,-87.727731796
41.666453001,-87.640326968
41.885935298,-87.649818339
41.866938331,-87.660285789
41.873192794,-87.743174845
41.79290166,-87.751396529
41.726958304,-87.598534014
41.652397609,-87.617234888
41.991876101,-87.680519861
41.68618047,-87.633723132
41.881905413,-87.704830372
41.906519104,-87.758359629
41.787858231,-87.716273609
41.70865178,-87.623551016
41.904653577,-87.708056731
41.928046298,-87.656898731
41.788811675,-87.620691021
41.857083316,-87.721540578
41.758631467,-87.557383369
41.786541772,-87.615780726
41.880992663,-87.704527184
41.8789179,-87.721784017
41.948562877,-87.739384966
41.968938389,-87.73668788
41.921223752,-87.770757528
41.817442791,-87.619816073
41.864186063,-87.70437984
41.942083849,-87.806893335
41.757648178,-87.632852174
41.754568851,-87.571164745
41.726139992,-87.657932852
41.736760992,-87.596821157
41.758392295,-87.616017427
41.683985599,-87.614256209
41.753115101,-87.664719615
41.70592204,-87.681604302
41.761404754,-87.616771919
41.734776506,-87.575663445
41.776812185,-87.666618258
41.751041849,-87.54986317
41.886080551,-87.647484796
41.961095248,-87.715891865
41.785462633,-87.699668151
41.882028183,-87.726638393
41.870111992,-87.69958549
41.99125722,-87.72886504
41.7750266,-87.665364618
41.749675058,-87.634503664
41.862409706,-87.732939912
41.85096064,-87.705228819
41.79831943,-87.69270544
41.743701059,-87.561245782
41.887155139,-87.62070451
41.92741817,-87.668223759
41.884699758,-87.76666755
41.911952129,-87.771551691
41.73571455,-87.668695873
41.705020928,-87.651173945
41.962737417,-87.650663692
41.939413955,-87.693967237
41.793518956,-87.629282329
41.773159466,-87.673738768
41.741445808,-87.603747874
41.680697523,-87.652961081
41.890009489,-87.655203093
