latitude,longitude
41.759843158,-87.611496713
41.769347733,-87.685816198
41.851684817,-87.713252718
41.910039386,-87.712908709
41.769340301,-87.674851962
41.995886399,-87.691408418
41.815745481,-87.626254627
41.971276015,-87.701223985
41.790141834,-87.649912869
41.947420895,-87.716413487
41.884198514,-87.767417463
41.87183291,-87.726565919
41.868404619,-87.722805757
41.792673253,-87.708434844
41.673239246,-87.642977448
41.695598424,-87.622002909
41.73284804,-87.581632266
41.863717908,-87.703081168
41.893990113,-87.702155577
41.855825146,-87.676582774
41.782603521,-87.638516718
41.772070077,-87.67423383
41.848923583,-87.719801527
41.760682418,-87.652783908
41.768764321,-87.620198126
41.725360491,-87.666370188
41.85552073,-87.621793612
41.69798176,-87.628889948
41.85818581,-87.722440438
41.861711152,-87.707972346
41.692493455,-87.598703055
41.869313358,-87.663315542
41.945238279,-87.712670479
41.906028196,-87.676072168
41.731997089,-87.590460556
41.836785903,-87.613461998
41.875471531,-87.709108672
41.910085592,-87.642194774
41.891828998,-87.712978457
41.800710055,-87.66719579
41.705953595,-87.648798329
41.763541501,-87.567682707
41.854769852,-87.707775684
41.880257857,-87.764103272
41.706340999,-87.689228406
41.842673716,-87.640458187
41.765115834,-87.589690085
41.752184282,-87.662750289
41.959761819,-87.651901398
41.824636319,-87.624821325
41.9136431,-87.708957308
41.704214916,-87.610020899
41.883218715,-87.626730375
41.975609722,-87.793260345
41.841706444,-87.615667499
41.652818604,-87.603449881
41.973098755,-87.697355692
41.950301684,-87.70365898
41.701846131,-87.537702531
41.923314395,-87.747615064
41.880270506,-87.63963723
41.837879307,-87.608414956
41.793395524,-87.641487902
41.914228256,-87.708569503
41.94562237,-87.672813182
41.721536966,-87.637559575
41.798159523,-87.633771785
41.776799627,-87.686016209
41.913062493,-87.678138261
41.941426971,-87.757516837
41.677810006,-87.642302645
41.767013966,-87.618512993
41.870771836,-87.721057598
41.810364089,-87.619619528
41.99534799,-87.78212724
41.700229348,-87.697601776
41.880715469,-87.726456188
41.777087068,-87.66292354
41.815576356,-87.692372084
41.886914413,-87.61685843
41.867035905,-87.728637865
41.783000373,-87.646094843
41.773091386,-87.69323882
41.721286624,-87.571686382
41.874906311,-87.694158947
41.976154891,-87.714768176
41.748407381,-87.61364035
41.97214402,-87.702373776
41.926340063,-87.737775815
41.904923012,-87.755835548
41.771446572,-87.671274511
41.817736476,-87.619823819
41.760984651,-87.6345569
41.986066128,-87.728520584
41.800654483,-87.646573733
41.966540111,-87.71749029
41.883255958,-87.734691097
41.872149719,-87.727836982
41.930896787,-87.697587655
41.831990039,-87.69486863
41.749380918,-87.609598388
42.007435895,-87.675754184
41.898009293,-87.717616566
41.754488526,-87.559965726
41.783310622,-87.612095198
41.861789597,-87.706756466
41.812510488,-87.619680069
41.736148121,-87.629070243
41.699148463,-87.614764744
41.87046297,-87.720260149
41.741386194,-87.714230753
41.889000917,-87.71626342
41.859809525,-87.705483628
41.861552632,-87.660033906
41.8968092,-87.748962908
42.0067561,-87.662136492
41.884115283,-87.699972265
41.789917476,-87.701318407
41.879269826,-87.743420041
41.763959266,-87.673510445
41.832134798,-87.620570262
41.786320373,-87.636430551
41.917734471,-87.678847368
41.786979142,-87.619028271
41.891352111,-87.6311178
41.86477517,-87.647183894
41.762874072,-87.647992068
41.737748922,-87.653824833
41.883198086,-87.768223175
41.806403982,-87.587210143
41.788811675,-87.620691021
41.772719038,-87.576474498
41.879151347,-87.651172178
41.881887475,-87.721840162
41.869529323,-87.719633902
41.905884947,-87.755033387
41.891132281,-87.76113466
41.884275586,-87.695714449
42.021148122,-87.669952775
41.896684851,-87.76408965
41.849055621,-87.639343284
41.872897549,-87.631642945
41.74890306,-87.603901641
41.789791604,-87.666905479
41.750434643,-87.603942937
41.796939201,-87.703651531
41.693588725,-87.612179395
41.998265427,-87.685027407
41.912166109,-87.728847675
41.716517432,-87.622731926
41.712112271,-87.628439022
41.779880606,-87.704137417
41.854825891,-87.724847322
41.843745397,-87.720874934
41.721346633,-87.566268055
41.9317579,-87.771124354
41.875360167,-87.655574615
41.80269215,-87.616264407
41.767571967,-87.667535048
41.736823619,-87.663089637
41.708681711,-87.613801609
41.869992943,-87.711441988
41.932207445,-87.684638358
41.86602405,-87.735600824
41.941273786,-87.769783712
41.88976825,-87.767753933
41.902261835,-87.70677235
41.781534778,-87.605955453
41.888701814,-87.647570608
41.77070329,-87.583789542
41.814193022,-87.619727421
41.796623792,-87.678166725
41.674190374,-87.615024109
41.770268923,-87.609345314
41.892684561,-87.745728025
41.813114939,-87.62245023
41.871559953,-87.703393327
41.96011792,-87.708213352
41.77289821,-87.56995798
41.764481346,-87.640068507
41.903077492,-87.683673325
41.958989879,-87.785540077
41.994680793,-87.687333528
41.973375168,-87.67387613
41.774495045,-87.696934918
41.759550735,-87.609073625
41.884628392,-87.763337352
41.793897702,-87.676067531
41.7243864,-87.62511789
41.920870623,-87.682622029
41.920860435,-87.784139337
41.735139229,-87.667917746
41.939471429,-87.68658994
41.662258327,-87.551979716
41.936276814,-87.76151046
41.684547084,-87.648216209
41.810370968,-87.670697786
41.731158507,-87.606088094
41.67710047,-87.629842491
41.865330006,-87.693376913
41.794510666,-87.721970983
41.754010305,-87.60651552
41.725449081,-87.630135884
41.875254899,-87.72654824
41.905529073,-87.667554656
41.944067773,-87.765403325
41.751437278,-87.66832115
41.73755298,-87.621019843
41.868606884,-87.683644301
41.768828479,-87.645117076
41.911475601,-87.634721791
41.808109431,-87.602775556
41.865086588,-87.730032948
41.992864012,-87.803591086
41.867652634,-87.704485374
41.966488547,-87.721704688
41.702828115,-87.675157492
41.9056547,-87.773359192
41.785307319,-87.586574798
41.886885761,-87.735057511
41.779112173,-87.693695901
41.906272084,-87.654781213
41.865086588,-87.730032948
41.757205447,-87.645420859
41.849105602,-87.635815571
41.946937862,-87.726185085
41.741747709,-87.577014195
41.756086041,-87.576083554
41.740918989,-87.631967753
41.848227332,-87.633542208
41.854518903,-87.722332179
41.763919341,-87.672293922
41.891428017,-87.742580981
41.84927176,-87.710053473
41.854742411,-87.707775951
41.842798092,-87.660454431
41.784979987,-87.588147923
41.703242699,-87.611214622
41.909150658,-87.677428818
41.923238207,-87.745058261
41.729468321,-87.596659011
41.80266556,-87.653876583
41.822267624,-87.609790767
41.692516817,-87.628729896
41.745885906,-87.558856053
41.740325519,-87.585722147
41.725943657,-87.649791399
41.882382131,-87.665786301
41.757002819,-87.651481371
41.998219973,-87.706990761
41.748481495,-87.613643187
41.904483983,-87.773016767
41.798488129,-87.707377147
41.767245969,-87.57632989
41.772160394,-87.618653816
41.766948156,-87.713996053
42.00253396,-87.662335392
41.808928535,-87.601687852
41.774363249,-87.706405642
41.764553254,-87.641526599
41.675756968,-87.623791761
41.816554162,-87.687134779
41.888045958,-87.625413826
41.808820082,-87.61143866
41.874957236,-87.690009308
41.764033799,-87.582397325
41.749143857,-87.556486204
41.815630302,-87.621380589
41.849600189,-87.690476318
41.707519433,-87.601839023
41.799148728,-87.728231281
41.962357355,-87.655528491
41.890044245,-87.756483755
41.844381272,-87.715092209
41.757481308,-87.557745407
41.744235544,-87.662070823
41.791061037,-87.623196337
41.8972672,-87.763651055
41.914327997,-87.731351353
41.794801969,-87.677272142
41.902123257,-87.745972096
41.882931813,-87.692918534
41.714534753,-87.55234312
41.749015615,-87.603907696
41.683361974,-87.634163683
41.750166639,-87.547484451
41.7578961,-87.618302652
41.791668176,-87.656024275
41.762558132,-87.651624155
41.744233403,-87.546673704
41.858740844,-87.734031443
41.895969423,-87.673479332
41.751437278,-87.66832115
41.690143055,-87.645963738
41.77825534,-87.604654325
41.873989843,-87.751480348
41.877654733,-87.747958745
41.977055144,-87.656431821
41.717611221,-87.600691678
41.945784645,-87.649440406
41.858185975,-87.712745747
41.820045406,-87.606414944
41.745768862,-87.606901635
41.877878038,-87.733793923
41.792385909,-87.652096613
41.850707296,-87.634755775
41.715680818,-87.643058205
41.866993033,-87.656984681
41.841343354,-87.637833902
41.921383309,-87.723013829
41.987571877,-87.705370045
41.774103219,-87.603355891
41.908600046,-87.754696615
41.895457024,-87.766631235
41.79834999,-87.703692731
41.926287021,-87.785547998
41.752220731,-87.606469743
41.904558827,-87.716925474
41.966274148,-87.759370671
41.853145765,-87.672106422
41.770875842,-87.586265645
41.768416984,-87.612910877
41.877109524,-87.723864879
41.712469466,-87.636609886
41.971185441,-87.701221203
41.798759296,-87.663493539
41.953494509,-87.655688578
41.769199524,-87.622671356
42.010224487,-87.672973147
41.863888806,-87.725106488
41.657324064,-87.599022369
41.85598547,-87.633112592
41.81476198,-87.62075558
41.656738592,-87.61494361
41.862051482,-87.707980043
41.871544064,-87.735854142
41.770308742,-87.60695842
41.869642868,-87.710648666
41.707285101,-87.615597027
41.953401434,-87.748571238
41.920325898,-87.67563886
41.95488231,-87.662567089
41.861395461,-87.658970959
41.704024475,-87.532867416
41.840636561,-87.719924734
41.708358337,-87.627146956
41.777052285,-87.649571585
41.748571992,-87.601468444
41.855919856,-87.669666193
41.811252279,-87.697968784
41.69987676,-87.622878539
41.90943887,-87.734711037
41.936928486,-87.805325929
